agency,site_no,parameter_cd,ts_id,month,day,begin_yr,end_yr,cont_nu,max_va_yr,max_va,min_va_yr,min_va,mean_va,p05_va,p10_va,p20_va,p25_va,p50_va,p75_va,p80_va,p90_va,p95_va
USGS,16275000,60,41087,1,1,1944,2019,71,1988,98,1946,0.43,4,0.81,1.1,1.3,1.4,1.8,2.4,2.7,5.2,9.6
USGS,16275000,60,41087,1,2,1944,2019,71,2004,34.1,1946,0.43,2.8,0.81,1.1,1.3,1.4,1.8,2.5,2.8,4,8
USGS,16275000,60,41087,1,3,1944,2019,71,1970,43,1946,0.43,3.5,0.88,1.1,1.3,1.4,1.8,2.4,2.6,3.6,18
USGS,16275000,60,41087,1,4,1944,2019,71,1969,15,1946,0.36,2.2,1,1.1,1.3,1.3,1.7,2.2,2.3,3.7,5.9
USGS,16275000,60,41087,1,5,1944,2019,71,1969,8.1,1946,0.32,2,1,1.1,1.3,1.3,1.7,2.2,2.4,3.3,4.5
USGS,16275000,60,41087,1,6,1944,2019,71,1969,5,1946,0.39,1.9,1.1,1.1,1.3,1.3,1.7,2.2,2.4,3.1,3.4
USGS,16275000,60,41087,1,7,1944,2019,71,1950,26,1946,0.39,2.6,1.1,1.1,1.3,1.4,1.8,2.3,2.3,3.1,7.9
USGS,16275000,60,41087,1,8,1944,2019,71,1949,9.8,1946,0.39,2.1,1.1,1.1,1.4,1.4,1.8,2.2,2.4,3.1,3.7
USGS,16275000,60,41087,1,9,1944,2019,71,1950,6.2,1946,0.39,2,1.1,1.1,1.3,1.4,1.8,2.2,2.4,3.1,3.9
USGS,16275000,60,41087,1,10,1944,2019,71,1988,6.1,1946,0.39,2,1,1.1,1.3,1.4,1.8,2.1,2.1,3,5.4
USGS,16275000,60,41087,1,11,1944,2019,71,1975,18,1946,0.39,2.4,1,1.1,1.3,1.4,1.7,2.1,2.3,3.2,10
USGS,16275000,60,41087,1,12,1944,2019,71,1975,28,1946,0.43,2.8,1,1.1,1.3,1.4,1.8,2.1,2.3,3.4,11
USGS,16275000,60,41087,1,13,1944,2019,71,2011,20.2,1946,0.39,2.3,0.99,1.1,1.2,1.3,1.7,2.2,2.5,2.9,7.1
USGS,16275000,60,41087,1,14,1944,2019,71,1975,7.3,1946,0.36,2.1,0.93,1.1,1.3,1.5,1.8,2.4,2.5,3.8,4.8
USGS,16275000,60,41087,1,15,1944,2019,71,1971,5.4,1946,0.36,1.9,1,1.1,1.3,1.4,1.8,2.2,2.4,3,3.5
USGS,16275000,60,41087,1,16,1944,2019,71,1949,150,1946,0.43,4.2,0.99,1.1,1.3,1.4,1.7,2.2,2.3,2.8,8.3
USGS,16275000,60,41087,1,17,1944,2019,71,1949,30,1946,0.54,2.4,0.99,1.1,1.3,1.4,1.7,2.1,2.2,3.3,5.1
USGS,16275000,60,41087,1,18,1944,2019,71,1959,19,1946,0.48,2.2,0.94,1.1,1.3,1.3,1.7,2.1,2.1,3.1,6.5
USGS,16275000,60,41087,1,19,1944,2019,71,1952,32,1946,0.39,2.8,0.86,1.1,1.3,1.4,1.6,2.1,2.4,4.7,11
USGS,16275000,60,41087,1,20,1944,2019,71,2000,13,1946,0.39,2.3,0.86,1.1,1.3,1.3,1.7,2.2,2.4,4.5,7
USGS,16275000,60,41087,1,21,1944,2019,71,1957,55,1946,0.39,2.8,0.86,1.1,1.3,1.4,1.7,2.1,2.3,3,3.9
USGS,16275000,60,41087,1,22,1944,2019,71,1972,39,1946,0.48,3,0.91,1.1,1.3,1.4,1.7,2.2,2.3,2.9,13
USGS,16275000,60,41087,1,23,1944,2019,71,1972,25,1946,0.43,2.6,0.91,1.1,1.3,1.4,1.7,2.1,2.3,2.7,8.5
USGS,16275000,60,41087,1,24,1944,2019,71,1948,16,1946,0.6,2.4,0.91,1.1,1.3,1.4,1.7,2.2,2.4,3.7,8.2
USGS,16275000,60,41087,1,25,1944,2019,71,1996,48,1960,0.62,3.6,0.94,1.1,1.4,1.4,1.9,2.4,2.4,4.9,20
USGS,16275000,60,41087,1,26,1944,2019,71,2002,11,1960,0.62,2.2,0.91,1.1,1.4,1.4,1.9,2.2,2.4,3.6,5.2
USGS,16275000,60,41087,1,27,1944,2019,71,1948,46,1960,0.62,3.1,0.93,1.1,1.4,1.4,1.8,2.2,2.4,6.8,8.7
USGS,16275000,60,41087,1,28,1944,2019,71,1988,20,1960,0.71,2.4,0.97,1.1,1.3,1.4,1.8,2.1,2.2,3.8,5.8
USGS,16275000,60,41087,1,29,1944,2019,71,2002,31.8,1960,0.71,2.6,0.97,1.1,1.4,1.4,1.8,2.2,2.3,3.4,7.1
USGS,16275000,60,41087,1,30,1944,2019,71,1956,12,1960,0.71,2.2,0.97,1.1,1.3,1.4,1.8,2.2,2.4,3.4,4.9
USGS,16275000,60,41087,1,31,1944,2019,71,1975,7.5,1960,0.67,2.2,1,1.2,1.3,1.4,1.8,2.4,2.5,4.1,5.7
USGS,16275000,60,41087,2,1,1944,2019,71,1969,120,1960,0.67,4.2,1,1.2,1.3,1.4,1.7,2.3,2.5,4.2,9.2
USGS,16275000,60,41087,2,2,1944,2019,71,1989,23,1960,0.67,2.3,0.92,1.2,1.3,1.4,1.8,2.3,2.5,3.6,4.3
USGS,16275000,60,41087,2,3,1944,2019,71,1948,9.3,1954,0.43,2.1,0.89,1.2,1.4,1.5,1.7,2.3,2.5,3,4.9
USGS,16275000,60,41087,2,4,1944,2019,71,1965,76,1954,0.43,3.3,0.92,1.2,1.4,1.4,1.7,2.3,2.4,3.8,6.4
USGS,16275000,60,41087,2,5,1944,2019,71,1965,9.9,1954,0.43,2.1,0.78,1.2,1.3,1.4,1.7,2.3,2.4,3.8,4.5
USGS,16275000,60,41087,2,6,1944,2019,71,1976,12,1954,0.39,2.2,0.81,1.2,1.3,1.4,1.7,2.3,2.6,3.4,5.6
USGS,16275000,60,41087,2,7,1944,2019,71,1955,57,1954,0.36,3.4,0.81,1.1,1.4,1.4,1.7,2.6,2.9,4.5,11
USGS,16275000,60,41087,2,8,1944,2019,71,1949,28,1954,0.36,2.7,0.8,1.2,1.4,1.4,1.7,2.6,3,4.6,8.3
USGS,16275000,60,41087,2,9,1944,2019,71,1965,13,1954,0.36,2.1,0.83,1.1,1.4,1.4,1.7,2.3,2.5,3.5,4.7
USGS,16275000,60,41087,2,10,1944,2019,71,1967,15,1954,0.36,2,0.78,1.1,1.3,1.4,1.7,2.2,2.5,2.9,3.6
USGS,16275000,60,41087,2,11,1944,2019,71,2005,25.7,1954,0.48,2.5,0.76,1.1,1.4,1.4,1.7,2.2,2.4,2.9,8.1
USGS,16275000,60,41087,2,12,1944,2019,71,2001,13,1954,0.48,2.6,0.76,1.1,1.4,1.5,1.7,2.3,2.5,4.8,9.9
USGS,16275000,60,41087,2,13,1944,2019,71,1994,6.9,1960,0.53,2.2,0.76,1.1,1.4,1.5,1.7,2.4,3,4,5.7
USGS,16275000,60,41087,2,14,1944,2019,71,1994,33,1954,0.48,3.7,0.69,1.1,1.3,1.4,1.9,2.3,2.6,7,28
USGS,16275000,60,41087,2,15,1944,2019,71,1994,34,1960,0.67,2.7,0.73,1.1,1.4,1.4,1.8,2.4,2.5,3.2,7.9
USGS,16275000,60,41087,2,16,1944,2019,71,1994,20,1963,0.67,2.2,0.9,1.1,1.4,1.5,1.8,2.2,2.5,3,3.7
USGS,16275000,60,41087,2,17,1944,2019,71,2018,10.2,1960,0.76,2.1,0.92,1.1,1.4,1.4,1.7,2.2,2.3,3,5.4
USGS,16275000,60,41087,2,18,1944,2019,71,2018,50.8,1954,0.6,2.7,0.88,1.1,1.4,1.5,1.8,2.2,2.3,3.3,3.8
USGS,16275000,60,41087,2,19,1944,2019,71,2011,24.7,1954,0.48,2.8,0.82,1.1,1.4,1.5,1.8,2.3,2.7,3.9,11
USGS,16275000,60,41087,2,20,1944,2019,71,2006,17.4,1954,0.43,2.2,0.8,1.1,1.4,1.5,1.8,2.2,2.5,3.4,4.1
USGS,16275000,60,41087,2,21,1944,2019,71,2006,20.7,1954,0.54,2.3,0.79,1.1,1.4,1.5,1.8,2.2,2.3,2.7,3
USGS,16275000,60,41087,2,22,1944,2019,71,1955,29,1963,0.57,2.3,0.83,1.1,1.4,1.5,1.8,2.2,2.4,2.6,3.5
USGS,16275000,60,41087,2,23,1944,2019,71,1955,84,1963,0.57,3.1,0.86,1.1,1.4,1.5,1.7,2.2,2.3,2.9,5.1
USGS,16275000,60,41087,2,24,1944,2019,71,1955,29,1963,0.57,2.3,0.84,1.1,1.4,1.5,1.7,2.2,2.3,3.2,4.9
USGS,16275000,60,41087,2,25,1944,2019,71,1956,20,1963,0.57,2.7,0.84,1.1,1.4,1.4,1.7,2.3,2.6,4.8,9.6
USGS,16275000,60,41087,2,26,1944,2019,71,2019,8.41,1963,0.53,2.1,0.85,1.1,1.4,1.4,1.7,2.3,2.5,2.9,6.5
USGS,16275000,60,41087,2,27,1944,2019,71,2004,50.4,1963,0.53,2.8,0.76,1.1,1.4,1.4,1.7,2.3,2.4,3.4,6.6
USGS,16275000,60,41087,2,28,1944,2019,71,1958,26,1960,0.57,2.6,0.87,1.1,1.4,1.4,1.7,2.3,2.5,5.1,9.4
USGS,16275000,60,41087,2,29,1944,2016,18,1948,16,1960,0.57,2.7,,1,1.4,1.4,1.7,2.5,3,4.9,
USGS,16275000,60,41087,3,1,1944,2019,71,1990,24,1946,0.54,2.7,0.89,1.1,1.4,1.4,1.7,2.4,2.5,3.2,11
USGS,16275000,60,41087,3,2,1944,2019,71,2012,70,1946,0.54,3.4,0.85,1,1.4,1.4,1.8,2.3,2.4,3.6,10
USGS,16275000,60,41087,3,3,1944,2019,71,2006,54.3,1946,0.54,3.6,0.94,1.1,1.4,1.4,1.8,2.2,2.3,4.2,16
USGS,16275000,60,41087,3,4,1944,2019,71,2012,38.5,1946,0.54,2.9,0.97,1.1,1.4,1.4,1.7,2.3,2.7,5.6,8.4
USGS,16275000,60,41087,3,5,1944,2019,71,1958,373,1946,0.54,8.4,0.87,1.1,1.4,1.5,1.8,2.7,2.8,4.4,15
USGS,16275000,60,41087,3,6,1944,2019,71,1958,79,1946,0.54,3.8,1,1.2,1.4,1.5,1.9,2.3,2.6,3.8,14
USGS,16275000,60,41087,3,7,1944,2019,71,2012,13.4,1946,0.54,2.4,1,1.2,1.4,1.5,1.8,2.2,2.6,4.9,7.2
USGS,16275000,60,41087,3,8,1944,2019,71,2012,17.4,1946,0.48,2.4,1,1.2,1.3,1.5,1.8,2.3,2.8,4.1,5.4
USGS,16275000,60,41087,3,9,1944,2019,71,2009,43.1,1946,0.43,3.5,0.94,1.1,1.4,1.5,1.8,2.3,2.7,8.5,16
USGS,16275000,60,41087,3,10,1944,2019,71,2006,11.8,1946,0.48,2.3,0.98,1.2,1.4,1.5,1.8,2.3,2.6,4,7.1
USGS,16275000,60,41087,3,11,1944,2019,71,1951,38,1946,0.54,2.5,0.94,1.1,1.4,1.5,1.8,2.3,2.5,3,5.4
USGS,16275000,60,41087,3,12,1944,2019,71,1962,22,1946,0.67,2.4,0.94,1.2,1.4,1.5,1.8,2.2,2.3,3.3,5.6
USGS,16275000,60,41087,3,13,1944,2019,71,1968,56,1946,0.67,3.6,0.94,1.2,1.4,1.5,1.7,2.3,2.5,3.7,16
USGS,16275000,60,41087,3,14,1944,2019,71,1968,119,1946,0.6,4.2,0.92,1.2,1.4,1.5,1.7,2.5,2.7,4.7,9.6
USGS,16275000,60,41087,3,15,1944,2019,71,1990,27,1946,0.67,2.7,0.94,1.2,1.4,1.5,1.7,2.4,2.6,4.3,8.4
USGS,16275000,60,41087,3,16,1944,2019,71,1968,39,1946,0.67,3.1,1,1.3,1.4,1.4,1.7,2.5,2.7,4.6,11
USGS,16275000,60,41087,3,17,1944,2019,71,1947,39,1946,0.67,3.1,1.1,1.3,1.4,1.4,1.8,2.4,2.6,3.6,14
USGS,16275000,60,41087,3,18,1944,2019,71,2018,9.71,1946,0.6,2.2,1,1.2,1.4,1.4,1.8,2.3,2.5,3.9,5.5
USGS,16275000,60,41087,3,19,1944,2019,71,1991,113,1946,0.6,3.9,0.94,1.2,1.4,1.5,1.7,2.3,2.4,3.6,6.7
USGS,16275000,60,41087,3,20,1944,2019,71,1991,55,1946,0.54,2.9,0.98,1.1,1.4,1.4,1.7,2.2,2.4,3.4,7
USGS,16275000,60,41087,3,21,1944,2019,71,1991,23,1946,0.54,2.6,0.94,1.2,1.4,1.4,1.7,2.3,2.4,3.3,8.1
USGS,16275000,60,41087,3,22,1944,2019,71,1964,24,1946,0.54,2.7,0.91,1.1,1.4,1.4,1.7,2.3,2.4,4.3,10
USGS,16275000,60,41087,3,23,1944,2019,71,1991,19,1946,0.48,3.2,0.88,1.1,1.4,1.4,1.7,2.3,3.2,7.6,15
USGS,16275000,60,41087,3,24,1944,2019,71,1994,89,1946,0.54,4.2,0.88,1.1,1.4,1.4,1.7,2.6,2.9,6,11
USGS,16275000,60,41087,3,25,1944,2019,71,1986,39,1946,0.54,3.1,0.88,1.1,1.4,1.4,1.7,2.6,3,5.1,11
USGS,16275000,60,41087,3,26,1944,2019,71,1951,231,1946,0.67,5.9,0.92,1.2,1.4,1.4,1.7,3.1,3.3,5.7,10
USGS,16275000,60,41087,3,27,1944,2019,71,1951,88,1946,0.71,3.6,0.88,1.1,1.4,1.4,1.8,2.6,3.2,4.2,7.2
USGS,16275000,60,41087,3,28,1944,2019,71,2014,9.77,1961,0.67,2.2,0.86,1.1,1.4,1.4,1.8,2.5,2.9,3.3,5.3
USGS,16275000,60,41087,3,29,1944,2019,71,1947,35,1961,0.76,2.7,0.87,1.1,1.4,1.4,1.7,2.5,2.8,4.8,7
USGS,16275000,60,41087,3,30,1944,2019,71,1947,63,1945,0.71,3.1,0.8,1.1,1.4,1.5,1.9,2.4,2.6,3.6,4.4
USGS,16275000,60,41087,3,31,1944,2019,71,2006,21.2,1945,0.59,2.3,0.71,1.1,1.4,1.5,1.9,2.4,2.6,3.3,4.5
USGS,16275000,60,41087,4,1,1944,2019,71,2006,9.06,1945,0.54,2.1,0.78,1.1,1.4,1.5,1.8,2.3,2.6,3.1,3.8
USGS,16275000,60,41087,4,2,1944,2019,71,2006,67.9,1945,0.59,3.3,0.85,1.1,1.4,1.4,1.8,2.4,2.5,3,7.7
USGS,16275000,60,41087,4,3,1944,2019,71,1948,54,1945,0.65,3.3,0.84,1.3,1.4,1.5,1.8,2.3,2.4,3.1,14
USGS,16275000,60,41087,4,4,1944,2019,71,1963,16,1946,0.67,2.6,0.83,1.1,1.4,1.5,1.8,2.3,2.7,4.6,9.5
USGS,16275000,60,41087,4,5,1944,2019,71,1989,9.73,1946,0.67,2.2,0.85,1.1,1.4,1.4,1.8,2.2,2.5,3.3,6.7
USGS,16275000,60,41087,4,6,1944,2019,71,2010,27.9,1946,0.6,2.8,0.82,1.1,1.4,1.5,1.8,2.3,2.7,5,10
USGS,16275000,60,41087,4,7,1944,2019,71,1989,25.2,1946,0.6,2.5,0.8,1.1,1.4,1.5,1.8,2.4,2.5,3.4,5.4
USGS,16275000,60,41087,4,8,1944,2019,71,1989,143,1946,0.48,3.9,0.84,1.1,1.4,1.5,1.8,2.2,2.3,2.8,4.3
USGS,16275000,60,41087,4,9,1944,2019,71,1989,57.4,1946,0.39,3.2,0.94,1.3,1.4,1.5,1.8,2.3,2.7,3.8,7.3
USGS,16275000,60,41087,4,10,1944,2019,71,1951,32,1946,0.32,2.6,0.88,1.3,1.4,1.5,1.8,2.3,2.7,3.8,6.1
USGS,16275000,60,41087,4,11,1944,2019,71,1947,6.5,1946,0.4,2,0.9,1.3,1.4,1.5,1.8,2.2,2.7,3.1,4
USGS,16275000,60,41087,4,12,1944,2019,71,1989,14.6,1954,0.43,2,0.74,1.1,1.4,1.4,1.7,2.1,2.3,3.3,3.5
USGS,16275000,60,41087,4,13,1944,2019,71,1963,34,1946,0.39,2.4,0.81,1.2,1.4,1.4,1.7,2,2.4,2.8,4.2
USGS,16275000,60,41087,4,14,1944,2019,71,1963,44,1946,0.32,2.5,0.84,1.2,1.4,1.4,1.7,2,2.4,3.1,5.5
USGS,16275000,60,41087,4,15,1944,2019,71,1963,110,1946,0.32,3.6,0.83,1.3,1.4,1.5,1.7,2.1,2.5,3.8,6.6
USGS,16275000,60,41087,4,16,1944,2019,71,1945,33,1946,0.36,2.6,0.83,1.2,1.4,1.4,1.7,2.2,2.6,3.9,5.9
USGS,16275000,60,41087,4,17,1944,2019,71,1957,22,1946,0.32,2.5,0.81,1.1,1.4,1.4,1.7,2.3,2.5,3.7,7.3
USGS,16275000,60,41087,4,18,1944,2019,71,1972,6.1,1946,0.32,2,0.84,1.1,1.4,1.4,1.7,2.2,2.5,3.2,4.6
USGS,16275000,60,41087,4,19,1944,2019,71,1968,30,1946,0.32,2.6,0.75,1.1,1.4,1.5,1.7,2,2.4,2.9,6.5
USGS,16275000,60,41087,4,20,1944,2019,71,1968,21,1954,0.36,2.6,0.83,1.3,1.4,1.5,1.8,2.2,2.5,4.3,9.3
USGS,16275000,60,41087,4,21,1944,2019,71,1956,22,1954,0.39,2.3,0.72,1.1,1.4,1.5,1.8,2,2.2,2.9,4.7
USGS,16275000,60,41087,4,22,1944,2019,71,1950,6.5,1946,0.39,1.9,0.72,1.1,1.4,1.4,1.7,1.9,2.1,2.9,4
USGS,16275000,60,41087,4,23,1944,2019,71,1971,17,1946,0.32,2.1,0.67,1.1,1.4,1.5,1.6,1.9,2.2,3,4.7
USGS,16275000,60,41087,4,24,1944,2019,71,1971,60,1946,0.39,2.7,0.63,1.1,1.4,1.4,1.6,2,2.4,3,5.2
USGS,16275000,60,41087,4,25,1944,2019,71,1971,10,1946,0.43,2,1,1.2,1.4,1.4,1.7,2,2.3,2.7,3.4
USGS,16275000,60,41087,4,26,1944,2019,71,2018,42.7,1946,0.4,2.5,1.1,1.3,1.4,1.5,1.8,2.1,2.4,3,4.1
USGS,16275000,60,41087,4,27,1944,2019,71,1989,11.6,1946,0.32,2.1,1,1.2,1.4,1.5,1.7,2.1,2.4,3,4.7
USGS,16275000,60,41087,4,28,1944,2019,71,1994,8.4,1946,0.32,2,0.93,1.2,1.4,1.5,1.7,2.1,2.3,3.1,3.7
USGS,16275000,60,41087,4,29,1944,2019,71,1954,9.4,1946,0.32,2.1,1.1,1.3,1.4,1.5,1.7,2.1,2.3,3.3,5.8
USGS,16275000,60,41087,4,30,1944,2019,71,1989,4.56,1946,0.39,1.8,1.1,1.2,1.4,1.5,1.7,2.1,2.2,2.6,2.8
USGS,16275000,60,41087,5,1,1944,2019,71,2011,7.72,1946,0.36,1.9,1.1,1.1,1.4,1.4,1.7,2,2.2,2.4,4.5
